AAP_Share_D         : 55254206302462116
VASHOMAL_Share_D    : 9761381741308262
VASIN_Share_D       : 56591881518499520
VASINA_Share_D      : 45050389997905274
VASNA_Share_D       : 46982154647719707
VASOBHAN_Share_D    : 43283802997035462#
VASOOGH_Share_D     : 59839275647597021#
VATAOVON_Share_D    : 27361263980884014#
VATEJARAT_Share_D   : 63917421733088077
VATOOKA_Share_D     : 47232550823972469#
VATOOS_Share_D      : 68117765376081366#
VATOOSHE_Share_D    : 54676885047867737#
VATOSAM_Share_D     : 17528249960294496#
VATOSA_Share_D      : 2944500421562364
VAZAMIN_Share_D     : 19954896371640204
VEAVA_Share_D       : 22490169030401337
VEAZAR_Share_D      : 1358190916156744
VEHONAR_Share_D     : 60783654574662426
VEMAHAN_Share_D     : 58964593134314938
VHEKMAT_Share_D     : 12777578088653944
ZAGROS_Share_D      : 13235547361447092#
ZANGAN_Share_D      : 67170215467608124#
ZANJAN_Share_D      : 12303918642491681
ZEBINA_Share_D      : 54482686501491508
ZEDASHT_Share_D     : 25180702353416009
ZEFKA_Share_D       : 5427792638736934
ZEGHIAM_Share_D     : 71290297158948749
ZEGOLDASHT_Share_D  : 10024128313803797
ZEKESHT_Share_D     : 7300125658580126
ZEKOSAR_Share_D     : 42599305106713939
ZEMAGSA_Share_D     : 5054819322815158
ZEMAHAN_Share_D     : 4507558419857064
ZEPARS_Share_D      : 33420285433308219
ZESHARIF_Share_D    : 26547785441834730
ZESHEGRA_Share_D    : 26259366519412975
ZOB_Share_D         : 9211775239375291
